# Weather station Chofu (airport), Japan, METAR=RJTF,selection from 01.01.2020 till 31.12.2020, all days,,,,,,,,
# Encoding: ANSI,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis""", rp5.ru,,,,,,,,,,,
# If you use the data, please indicate the name of the website.,,,,,,,,,,,
,,,,,,,,,,,,
#,,,,,,,,,,,,
Local time in Chofu (airport),T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
12.06.2020 09:00,28,749.5,753.1,70,Wind blowing from the south-southeast,2,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 4500 m",10.0 and more,22
12.06.2020 08:30,27,749.5,753.1,79,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 4500 m",10.0 and more,23
11.06.2020 17:00,24,749.5,753.1,94,Wind blowing from the south,7,13,"Light shower(s), rain",,"Few clouds (10-30%) 240 m, broken clouds (60-90%) 450 m, broken clouds (60-90%) 900 m",8,23
11.06.2020 16:00,25,749.5,753.1,89,Wind blowing from the south,5,11,"Light shower(s), rain",,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 900 m, broken clouds (60-90%) 3600 m",10.0 and more,23
11.06.2020 15:00,24,750.3,753.9,94,Wind blowing from the south,6,,"Light shower(s), rain",,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 900 m",6,23
11.06.2020 14:00,25,750.3,753.9,89,Wind blowing from the south,6,,"Light shower(s), rain",,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 900 m",8,23
11.06.2020 13:00,27,751,754.6,79,Wind blowing from the south,8,13,"Light shower(s), rain",,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,23
11.06.2020 12:00,30,751,754.6,62,Wind blowing from the south,9,14,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 3600 m",10.0 and more,22
11.06.2020 11:00,30,751,754.6,62,Wind blowing from the south-southwest,8,14,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 3600 m, broken clouds (60-90%)",10.0 and more,22
11.06.2020 10:00,28,751,754.6,70,Wind blowing from the south,6,11,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 3600 m",10.0 and more,22
11.06.2020 09:00,27,751.8,755.4,74,Wind blowing from the south,6,,,,"Few clouds (10-30%) 300 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3600 m",10.0 and more,22
11.06.2020 08:30,27,751.8,755.4,74,Wind blowing from the south,5,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 3600 m",10.0 and more,22
10.06.2020 17:00,27,755.4,759,58,Wind blowing from the south,7,12,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 3600 m, broken clouds (60-90%) 4500 m",10.0 and more,18
10.06.2020 16:00,29,755.4,759,48,Wind blowing from the south,7,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 4500 m",10.0 and more,17
10.06.2020 15:00,30,755.4,759,46,Wind blowing from the south,9,16,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,17
10.06.2020 14:00,31,756.1,759.7,49,Wind blowing from the south,9,16,,,Few clouds (10-30%) 900 m,10.0 and more,19
10.06.2020 13:00,30,756.1,759.7,55,Wind blowing from the south,8,13,,,Few clouds (10-30%) 900 m,10.0 and more,20
10.06.2020 12:00,31,756.9,760.5,49,Wind blowing from the south,8,,,,Few clouds (10-30%) 900 m,10.0 and more,19
10.06.2020 11:00,30,757.6,761.2,49,Wind blowing from the south,6,11,,,Few clouds (10-30%) 900 m,10.0 and more,18
10.06.2020 10:00,30,757.6,761.2,49,Wind blowing from the south-southeast,5,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,18
10.06.2020 09:00,28,758.4,762,58,Wind blowing from the south,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,19
10.06.2020 08:30,27,758.4,762,62,Wind blowing from the south,2,,,,Few clouds (10-30%) 900 m,10.0 and more,19
09.06.2020 17:00,29,758.4,762,51,Wind blowing from the south,6,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,18
09.06.2020 16:00,30,758.4,762,40,Wind blowing from the south-southeast,7,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,15
09.06.2020 15:00,31,758.4,762,40,Wind blowing from the south,6,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,16
09.06.2020 14:00,30,759.2,762.8,46,Wind blowing from the south,7,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,17
09.06.2020 13:00,31,759.2,762.8,49,Wind blowing from the south,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,19
09.06.2020 12:00,30,759.9,763.5,49,Wind blowing from the south-southwest,4,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,18
09.06.2020 11:00,30,759.9,763.5,55,Wind blowing from the south,4,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,20
09.06.2020 10:00,28,760.7,764.3,62,Wind blowing from the south,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,20
09.06.2020 09:00,27,759.9,763.5,70,Wind blowing from the south,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,21
09.06.2020 08:30,27,760.7,764.3,70,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,21
08.06.2020 17:00,26,757.6,761.2,65,Wind blowing from the south,5,,,,Few clouds (10-30%) 750 m,10.0 and more,19
08.06.2020 16:00,27,757.6,761.2,62,Wind blowing from the south,5,,,,Few clouds (10-30%) 750 m,10.0 and more,19
08.06.2020 15:00,28,757.6,761.2,55,Wind blowing from the south-southwest,5,,,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 900 m",10.0 and more,18
08.06.2020 14:00,27,757.6,761.2,58,Wind blowing from the south,3,,,,"Few clouds (10-30%) 750 m, broken clouds (60-90%) 900 m",10.0 and more,18
08.06.2020 13:00,27,758.4,762,54,Wind blowing from the south-southeast,3,,,,"Few clouds (10-30%) 750 m, broken clouds (60-90%) 900 m",10.0 and more,17
08.06.2020 12:00,26,758.4,762,61,variable wind direction,2,,,,"Few clouds (10-30%) 750 m, broken clouds (60-90%) 900 m",10.0 and more,18
08.06.2020 11:00,25,759.1,762.8,65,variable wind direction,3,,,,"Few clouds (10-30%) 750 m, broken clouds (60-90%) 900 m",10.0 and more,18
08.06.2020 10:00,25,759.1,762.8,65,variable wind direction,2,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,18
08.06.2020 09:00,23,759.1,762.8,74,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,18
07.06.2020 17:00,26,753.3,756.9,51,Wind blowing from the east-southeast,5,,,,Few clouds (10-30%) 900 m,10.0 and more,15
07.06.2020 16:00,27,752.6,756.2,48,Wind blowing from the east-southeast,5,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m",10.0 and more,15
07.06.2020 15:00,27,752.6,756.2,48,Wind blowing from the east,4,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1800 m",10.0 and more,15
07.06.2020 14:00,27,752.6,756.2,48,variable wind direction,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%)",10.0 and more,15
07.06.2020 13:00,26,753.3,756.9,48,Wind blowing from the north-northeast,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1800 m, broken clouds (60-90%)",10.0 and more,14
07.06.2020 12:00,25,753.3,756.9,51,Wind blowing from the north-east,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m",10.0 and more,14
07.06.2020 11:00,25,753.3,756.9,54,Wind blowing from the north-east,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%)",10.0 and more,15
07.06.2020 10:00,24,753.3,756.9,61,Wind blowing from the north,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%)",10.0 and more,16
07.06.2020 09:00,23,753.2,756.9,74,Wind blowing from the north,3,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 4500 m",10.0 and more,18
07.06.2020 08:30,22,753.2,756.9,73,Wind blowing from the north,3,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%) 4500 m",10.0 and more,17
06.06.2020 17:00,27,750.3,753.9,66,Wind blowing from the south-east,6,,Thunderstorm,,"Few clouds (10-30%) 750 m, few clouds (10-30%) 900 m, cumulonimbus clouds , scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 2100 m",10.0 and more,20
06.06.2020 16:00,28,750.3,753.9,58,Wind blowing from the south-east,6,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%)",10.0 and more,19
06.06.2020 15:00,28,750.3,753.9,62,Wind blowing from the south-east,4,,,,"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%)",10.0 and more,20
06.06.2020 14:00,29,750.3,753.9,58,Wind blowing from the south-southeast,4,,,,"Few clouds (10-30%) 1200 m, broken clouds (60-90%)",10.0 and more,20
06.06.2020 13:00,28,750.3,753.9,62,Wind blowing from the south-southeast,3,,,,"Scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 1800 m, broken clouds (60-90%)",10.0 and more,20
06.06.2020 12:00,28,751,754.6,58,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1200 m, broken clouds (60-90%)",10.0 and more,19
06.06.2020 11:00,28,751.8,755.4,62,Wind blowing from the east-northeast,2,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%)",10.0 and more,20
06.06.2020 10:00,27,751.8,755.4,66,Wind blowing from the north-east,2,,,,"Scattered clouds (40-50%) 900 m, broken clouds (60-90%)",10.0 and more,20
06.06.2020 09:00,26,751.8,755.4,70,Wind blowing from the north-northeast,2,,,,"Few clouds (10-30%) 750 m, broken clouds (60-90%)",10.0 and more,20
06.06.2020 08:30,26,751.8,755.4,70,Wind blowing from the north,2,,,,"Few clouds (10-30%) 750 m, broken clouds (60-90%)",10.0 and more,20
05.06.2020 17:00,26,749.5,753.1,61,Wind blowing from the south,6,12,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,18
05.06.2020 16:00,27,749.5,753.1,58,Wind blowing from the south,6,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,18
05.06.2020 15:00,28,749.5,753.1,51,Wind blowing from the south,6,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,17
05.06.2020 14:00,29,749.5,753.1,51,Wind blowing from the south,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,18
05.06.2020 13:00,29,750.3,753.9,58,Wind blowing from the south,5,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%)",10.0 and more,20
05.06.2020 12:00,30,750.3,753.9,55,Wind blowing from the south-southeast,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m",7,20
05.06.2020 11:00,29,751,754.6,58,variable wind direction,2,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1200 m",7,20
05.06.2020 10:00,27,751,754.6,66,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 1050 m",7,20
05.06.2020 09:00,26,751,754.6,70,variable wind direction,2,,,,"Few clouds (10-30%) 750 m, scattered clouds (40-50%) 1050 m, broken clouds (60-90%)",6,20
05.06.2020 08:30,26,751,754.6,74,variable wind direction,1,,,,"Few clouds (10-30%) 1050 m, broken clouds (60-90%)",6,21
04.06.2020 17:00,27,749.5,753.1,62,Wind blowing from the south-southwest,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,19
04.06.2020 16:00,28,749.5,753.1,62,Wind blowing from the south,4,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",7,20
04.06.2020 15:00,28,749.5,753.1,58,Wind blowing from the south-east,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1200 m, broken clouds (60-90%)",7,19
04.06.2020 14:00,27,750.3,753.9,62,variable wind direction,3,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%)",7,19
04.06.2020 13:00,27,750.3,753.9,66,Wind blowing from the east-southeast,3,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m, broken clouds (60-90%)",7,20
04.06.2020 12:00,26,751,754.6,70,Wind blowing from the east,2,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m, broken clouds (60-90%)",6,20
04.06.2020 11:00,25,751,754.6,69,variable wind direction,2,,,,"Few clouds (10-30%) 600 m, broken clouds (60-90%) 900 m, broken clouds (60-90%)",6,19
04.06.2020 10:00,24,751,754.6,74,Wind blowing from the north-northwest,2,,,,"Few clouds (10-30%) 450 m, broken clouds (60-90%) 600 m, broken clouds (60-90%)",6,19
04.06.2020 09:00,23,751,754.6,78,Wind blowing from the north,3,,Mist,,"Few clouds (10-30%) 300 m, broken clouds (60-90%) 450 m, broken clouds (60-90%)",5,19
04.06.2020 08:10,23,751,754.6,83,Wind blowing from the north,3,,Mist,,"Few clouds (10-30%) 240 m, scattered clouds (40-50%) 360 m, broken clouds (60-90%)",4,20
03.06.2020 17:00,26,749.5,753.1,70,Wind blowing from the south,4,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 4500 m, broken clouds (60-90%)",10.0 and more,20
03.06.2020 16:00,27,749.5,753.1,66,Wind blowing from the south,4,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 4500 m, broken clouds (60-90%)",10.0 and more,20
03.06.2020 15:00,28,749.5,753.1,55,Wind blowing from the south-southeast,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,18
03.06.2020 14:00,29,749.5,753.1,58,Wind blowing from the south-east,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%)",10.0 and more,20
03.06.2020 13:00,28,749.5,753.1,58,Wind blowing from the south-southeast,3,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%) 1500 m, broken clouds (60-90%)",10.0 and more,19
03.06.2020 12:00,28,750.3,753.9,55,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,18
03.06.2020 11:00,27,750.3,753.9,62,Wind blowing from the north-east,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,19
03.06.2020 10:00,25,751,754.6,65,variable wind direction,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,18
03.06.2020 09:00,25,751,754.6,69,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,19
03.06.2020 08:30,24,751,754.6,69,variable wind direction,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,18
02.06.2020 17:00,26,750.3,753.9,65,Wind blowing from the south-southeast,5,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,19
02.06.2020 16:00,27,750.3,753.9,66,Wind blowing from the south-southeast,5,,,,"Scattered clouds (40-50%) 900 m, broken clouds (60-90%)",10.0 and more,20
02.06.2020 15:00,26,750.3,753.9,65,Wind blowing from the south,3,,,,"Broken clouds (60-90%) 900 m, broken clouds (60-90%)",10.0 and more,19
02.06.2020 14:00,27,750.3,753.9,66,Wind blowing from the south,3,,,,"Scattered clouds (40-50%) 750 m, broken clouds (60-90%)",10.0 and more,20
02.06.2020 13:00,25,751,754.6,74,Wind blowing from the south,2,,,,"Few clouds (10-30%) 750 m, broken clouds (60-90%) 1200 m",10.0 and more,20
02.06.2020 12:00,24,751.8,755.4,78,Wind blowing from the south,3,,,,"Broken clouds (60-90%) 600 m, broken clouds (60-90%) 900 m",10.0 and more,20
02.06.2020 11:00,23,751.7,755.4,78,variable wind direction,1,,,,"Scattered clouds (40-50%) 450 m, broken clouds (60-90%) 750 m",10.0 and more,19
02.06.2020 10:00,22,751.7,755.4,88,variable wind direction,1,,,,"Few clouds (10-30%) 210 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 450 m",8,20
02.06.2020 09:00,20,752.5,756.2,94,Wind blowing from the north-northwest,3,,"Light drizzle, mist",,"Scattered clouds (40-50%) 210 m, broken clouds (60-90%) 300 m, broken clouds (60-90%) 360 m",3.5,19
02.06.2020 08:30,20,752.5,756.2,94,Wind blowing from the north-northwest,2,,Mist,,"Broken clouds (60-90%) 210 m, broken clouds (60-90%) 300 m",4,19
01.06.2020 17:00,20,754,757.7,94,Wind blowing from the north-northwest,1,,Mist,,"Few clouds (10-30%) 450 m, scattered clouds (40-50%) 600 m, broken clouds (60-90%) 900 m",5,19
01.06.2020 16:20,20,754,757.7,94,Wind blowing from the north-northwest,2,,Mist,,"Few clouds (10-30%) 150 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 750 m",5,19
01.06.2020 16:00,20,754,757.7,94,Wind blowing from the north,2,,Mist,,"Few clouds (10-30%) 120 m, scattered clouds (40-50%) 180 m, broken clouds (60-90%) 750 m",4,19
01.06.2020 15:00,20,754.5,758.2,94,variable wind direction,1,,"Light rain, mist",,"Few clouds (10-30%) 120 m, broken clouds (60-90%) 180 m, broken clouds (60-90%) 750 m",3,19
01.06.2020 14:32,19,754.5,758.2,100,variable wind direction,1,,"Light rain, mist",,"Few clouds (10-30%) 120 m, scattered clouds (40-50%) 180 m, broken clouds (60-90%) 750 m",3,19
01.06.2020 14:00,20,754.5,758.2,94,Wind blowing from the north,1,,"Light rain, mist",,"Few clouds (10-30%) 120 m, scattered clouds (40-50%) 180 m, broken clouds (60-90%) 600 m",3.5,19
01.06.2020 13:24,20,754.5,758.2,94,Wind blowing from the north-northwest,2,,"Light rain, mist",,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 600 m",3,19
01.06.2020 13:00,19,754.5,758.2,100,Wind blowing from the north-northwest,2,,"Light rain, mist",,"Few clouds (10-30%) 120 m, broken clouds (60-90%) 180 m, broken clouds (60-90%) 240 m",2.5,19
01.06.2020 12:00,20,755.3,759,94,Wind blowing from the north-northwest,2,,,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 360 m, broken clouds (60-90%) 600 m",7,19
01.06.2020 11:00,19,756,759.7,94,variable wind direction,1,,Light rain,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 300 m, broken clouds (60-90%) 360 m",7,18
01.06.2020 10:37,19,756,759.7,100,variable wind direction,1,,"Light rain, mist",,"Few clouds (10-30%) 120 m, scattered clouds (40-50%) 180 m, broken clouds (60-90%) 240 m",5,19
01.06.2020 10:00,19,756.8,760.5,94,Wind blowing from the north-west,2,,"Light rain, mist",,"Few clouds (10-30%) 120 m, broken clouds (60-90%) 240 m, broken clouds (60-90%) 450 m",3.2,18
01.06.2020 09:34,18,756.8,760.5,100,Wind blowing from the west,2,,"Light rain, mist",,"Few clouds (10-30%) 120 m, scattered clouds (40-50%) 180 m, broken clouds (60-90%) 240 m",3.2,18
01.06.2020 09:00,18,756.8,760.5,100,Wind blowing from the north-west,2,,"Light rain, mist",,"Few clouds (10-30%) 120 m, scattered clouds (40-50%) 180 m, broken clouds (60-90%) 240 m",2.5,18
01.06.2020 08:30,18,756.8,760.5,100,variable wind direction,1,,"Light rain, mist",,"Few clouds (10-30%) 120 m, scattered clouds (40-50%) 180 m, broken clouds (60-90%) 240 m",4,18
01.06.2020 08:10,18,756.8,760.5,100,variable wind direction,1,,"Light rain, mist",,"Few clouds (10-30%) 90 m, broken clouds (60-90%) 180 m, broken clouds (60-90%) 300 m",4,18
31.05.2020 17:00,23,759.1,762.8,61,Wind blowing from the south,5,,"Light shower(s), rain",,"Few clouds (10-30%) 750 m, broken clouds (60-90%) 3000 m, broken clouds (60-90%)",10.0 and more,15
31.05.2020 16:00,22,759.1,762.8,73,Wind blowing from the south-east,6,,,,"Few clouds (10-30%) 750 m, broken clouds (60-90%) 3000 m, broken clouds (60-90%) 4500 m",10.0 and more,17
31.05.2020 15:00,22,759.1,762.8,73,Wind blowing from the south-east,4,,"Light shower(s), rain",,"Few clouds (10-30%) 600 m, few clouds (10-30%) 1050 m, cumulus congestus of great vertical extent , scattered clouds (40-50%) 2700 m, broken clouds (60-90%) 4500 m",10.0 and more,17
31.05.2020 14:00,23,759.1,762.8,65,Wind blowing from the south-east,4,,"Light shower(s), rain",,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, few clouds (10-30%) 1050 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 2700 m",10.0 and more,16
31.05.2020 13:00,25,759.8,763.5,47,Wind blowing from the south,5,,In the vicinity shower(s),,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, few clouds (10-30%) 1050 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 4500 m",10.0 and more,13
31.05.2020 12:00,24,760.6,764.3,57,Wind blowing from the south,4,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 4500 m",10.0 and more,15
31.05.2020 11:00,23,760.6,764.3,61,Wind blowing from the south,4,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 750 m, broken clouds (60-90%) 4500 m",10.0 and more,15
31.05.2020 10:00,23,761.3,765,69,Wind blowing from the south,3,,In the vicinity shower(s),,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 750 m, few clouds (10-30%) 900 m, cumulus congestus of great vertical extent , broken clouds (60-90%) 4500 m",10.0 and more,17
31.05.2020 09:00,22,761.3,765,73,Wind blowing from the south,2,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%)",10.0 and more,17
31.05.2020 08:30,21,761.3,765,78,variable wind direction,1,,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 900 m, broken clouds (60-90%) 5100 m",10.0 and more,17
30.05.2020 17:00,24,760.6,764.3,61,Wind blowing from the south-southwest,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,16
30.05.2020 16:00,25,760.6,764.3,57,Wind blowing from the south,5,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,16
30.05.2020 15:00,26,760.6,764.3,51,Wind blowing from the south,6,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,15
30.05.2020 14:00,26,760.6,764.3,42,Wind blowing from the south,6,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,12
30.05.2020 13:00,27,760.7,764.3,39,Wind blowing from the south,5,10,,,"Few clouds (10-30%) 1200 m, broken clouds (60-90%)",10.0 and more,12
30.05.2020 12:00,27,760.7,764.3,42,Wind blowing from the south-southwest,4,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%)",10.0 and more,13
30.05.2020 11:00,26,761.3,765,51,Wind blowing from the south-southeast,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%)",10.0 and more,15
30.05.2020 10:00,25,761.3,765,54,Wind blowing from the south-east,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%)",10.0 and more,15
30.05.2020 09:00,23,761.3,765,61,Wind blowing from the south-east,2,,,,"Few clouds (10-30%) 900 m, broken clouds (60-90%)",10.0 and more,15
30.05.2020 08:30,23,761.3,765,61,variable wind direction,1,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,15
29.05.2020 17:00,24,756,759.7,50,Wind blowing from the south,5,,,,Few clouds (10-30%) 900 m,10.0 and more,13
29.05.2020 16:00,25,755.4,759,47,Wind blowing from the south,4,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 4500 m",10.0 and more,13
29.05.2020 15:00,25,755.4,759,44,Wind blowing from the south-west,5,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2400 m, broken clouds (60-90%) 4500 m",10.0 and more,12
29.05.2020 14:00,26,754.6,758.2,30,variable wind direction,2,,,,"Scattered clouds (40-50%) 900 m, few clouds (10-30%) 900 m, cumulus congestus of great vertical extent , scattered clouds (40-50%) 2400 m",10.0 and more,7
29.05.2020 13:00,26,755.4,759,34,Wind blowing from the south,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 2400 m",10.0 and more,9
29.05.2020 12:00,26,755.4,759,37,Wind blowing from the south-southwest,2,,,,Few clouds (10-30%) 900 m,10.0 and more,10
29.05.2020 11:00,25,756.1,759.7,47,variable wind direction,2,,,,Few clouds (10-30%) 900 m,10.0 and more,13
29.05.2020 10:00,23,756,759.7,53,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,13
29.05.2020 09:00,21,756,759.7,60,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,13
29.05.2020 08:30,21,756,759.7,64,variable wind direction,1,,,,Few clouds (10-30%) 900 m,10.0 and more,14
28.05.2020 17:43,19,751.7,755.4,83,Wind blowing from the east-southeast,3,,"Light shower(s), rain",,"Few clouds (10-30%) 750 m, few clouds (10-30%) 900 m, cumulonimbus clouds , scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 2400 m",10.0 and more,16
28.05.2020 17:26,18,751.7,755.4,94,Wind blowing from the north-east,3,,"Shower(s), rain",,"Few clouds (10-30%) 750 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 1500 m, broken clouds (60-90%) 2400 m",10.0 and more,17
28.05.2020 17:00,18,751.7,755.4,88,Wind blowing from the north,5,,"Heavy shower(s), rain",,"Few clouds (10-30%) 750 m, few clouds (10-30%) 900 m, cumulonimbus clouds , broken clouds (60-90%) 1200 m",10.0 and more,16
28.05.2020 16:00,23,751,754.6,57,Wind blowing from the south,5,,In the vicinity shower(s),,"Few clouds (10-30%) 750 m, few clouds (10-30%) 900 m, cumulonimbus clouds , scattered clouds (40-50%) 1200 m, broken clouds (60-90%) 3000 m",10.0 and more,14
28.05.2020 15:00,24,750.3,753.9,50,Wind blowing from the south,5,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%) 1500 m, broken clouds (60-90%) 3000 m",10.0 and more,13
28.05.2020 14:00,24,751,754.6,50,Wind blowing from the south-east,3,,,,No Significant Clouds,10.0 and more,13
28.05.2020 13:00,24,751,754.6,47,Wind blowing from the south-southeast,5,,,,No Significant Clouds,10.0 and more,12
28.05.2020 12:00,24,751,754.6,39,variable wind direction,2,,,,No Significant Clouds,10.0 and more,9
28.05.2020 11:00,24,751,754.6,39,variable wind direction,1,,,,No Significant Clouds,10.0 and more,9
28.05.2020 10:00,23,751.7,755.4,41,Wind blowing from the north,5,,,,No Significant Clouds,10.0 and more,9
28.05.2020 09:00,23,751.7,755.4,44,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,10
28.05.2020 08:30,22,751.7,755.4,47,Wind blowing from the north,3,,,,No Significant Clouds,10.0 and more,10
27.05.2020 17:00,26,746.5,750.1,58,Wind blowing from the east,3,,,,"Few clouds (10-30%) 900 m, scattered clouds (40-50%)",10.0 and more,17
