# Weather station Washington / Ronald Reagan (airport), USA, WMO_ID=72405,selection from 01.01.2020 till 01.01.2021, all days,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: ANSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis""", rp5.ru,,,,,,,,,,,,,,,,,,,,,,,,,,,
# If you use the data, please indicate the name of the website.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Washington / Ronald Reagan (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.06.2020 10:00,26.7,758.3,759.9,-0.2,76,Wind blowing from the south,5,,,70 � 80%., ,,,,,,,600-1000,,,16,22.2,,,,,,
05.06.2020 07:00,22.8,758.5,760.2,0.4,90,Wind blowing from the south,3,,,70 � 80%., ,,,21.1,33.3,,,200-300,,,16,21.1,3,6,,,,
05.06.2020 04:00,21.7,758.1,759.6,-1,90,Wind blowing from the south,2,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,20,3,3,,,,
05.06.2020 01:00,21.7,759.1,760.6,2.1,94,,2,,,100%.,"Rain, not freezing, continuous, heavy at time of observation. ",,,21.7,30,,,1000-1500,,,11,20.6,19,6,,,,
04.06.2020 22:00,23.3,757,758.8,0.7,85,"Calm, no wind",0,,,100%.,"Thunderstorm, but no precipitation at the time of observation. ",,,,,,,1500-2000,,,16,20.6,10,3,,,,
04.06.2020 19:00,29.4,756.3,757.9,0.5,57,Wind blowing from the south,2,,,70 � 80%.,"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ",,,22.2,33.3,,,1500-2000,,,16,20,,,,,,
04.06.2020 16:00,32.8,755.8,757.3,-1.5,47,Wind blowing from the south,6,,,20�30%., ,,,,,,,1500-2000,,,16,20,,,,,,
04.06.2020 13:00,32.2,757.3,759.1,-0.8,45,Wind blowing from the south,4,,,70 � 80%., ,,,24.4,32.2,,,1500-2000,,,16,18.9,Trace of precipitation,6,,,,
04.06.2020 10:00,29.4,758.1,759.8,0.5,51,,2,,,50%., ,,,,,,,1500-2000,,,16,18.3,Trace of precipitation,3,,,,
04.06.2020 07:00,25,757.6,759.1,1.5,77,Wind blowing from the south-east,2,,,50%., ,,,22.2,33.9,,,2000-2500,,,16,20.6,,,,,,
04.06.2020 04:00,23.3,756.1,757.5,0.9,74,"Calm, no wind",0,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,18.3,,,,,,
04.06.2020 01:00,26.7,755.2,757,0.9,56,Wind blowing from the north,2,,,70 � 80%., ,,,20,31.1,,,"2500 or more, or no clouds.",,,16,17.2,,,,,,
03.06.2020 22:00,26.1,754.3,755.9,1.3,69,Wind blowing from the south,3,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,20,,,,,,
03.06.2020 19:00,31.1,753,754.5,0.5,45,Wind blowing from the south-west,4,,,70 � 80%., ,,,20,33.9,,,1500-2000,,,16,17.8,,,,,,
03.06.2020 16:00,32.8,752.5,754,-0.7,39,Wind blowing from the south-west,6,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,17.2,,,,,,
03.06.2020 13:00,31.7,753.2,754.9,-0.5,45,Wind blowing from the south-west,6,,,70 � 80%., ,,,22.2,32.2,,,2000-2500,,,16,18.3,,,,,,
03.06.2020 10:00,30,753.7,755.3,-1.3,43,Wind blowing from the west-southwest,6,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,16.1,,,,,,
03.06.2020 07:00,22.8,755,756.5,-0.2,79,Wind blowing from the south,5,,,100%., ,,,20,25,,,"2500 or more, or no clouds.",,,16,18.9,,,,,,
03.06.2020 04:00,20.6,755.2,757,-0.6,84,Wind blowing from the south,4,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,17.8,,,,,,
03.06.2020 01:00,20.6,755.8,757.3,-1.2,76,Wind blowing from the south,3,,,100%., ,,,14.4,23.9,,,"2500 or more, or no clouds.",,,16,16.1,,,,,,
02.06.2020 22:00,21.1,757,758.5,0,71,Wind blowing from the south,3,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,15.6,,,,,,
02.06.2020 19:00,23.9,757,758.7,-1.5,58,Wind blowing from the south,4,,,50%., ,,,14.4,25,,,2000-2500,,,16,15,,,,,,
02.06.2020 16:00,24.4,758.5,760.2,-2.4,47,Wind blowing from the south,6,,,70 � 80%., ,,,,,,,2000-2500,,,16,12.2,,,,,,
02.06.2020 13:00,22.2,760.9,762.5,-2,46,Wind blowing from the south,5,,,100%., ,,,16.1,22.8,,,"2500 or more, or no clouds.",,,16,10,Trace of precipitation,6,,,,
02.06.2020 10:00,17.8,762.9,764.5,-0.7,65,Wind blowing from the south,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,"2500 or more, or no clouds.",,,16,11.1,Trace of precipitation,3,,,,
02.06.2020 07:00,16.1,763.6,765.3,-0.6,70,Wind blowing from the south-southwest,4,,,100%., ,,,14.4,23.9,,,"2500 or more, or no clouds.",,,16,10.6,,,,,,
02.06.2020 04:00,14.4,764.2,765.6,-0.4,70,Wind blowing from the west-southwest,3,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,8.9,,,,,,
02.06.2020 01:00,16.7,764.6,766.1,-0.5,56,Wind blowing from the south-southwest,3,,,70 � 80%., ,,,12.2,21.7,,,"2500 or more, or no clouds.",,,16,7.8,,,,,,
01.06.2020 22:00,18.3,765.1,766.9,0.7,47,Wind blowing from the south,4,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,6.7,,,,,,
01.06.2020 19:00,21.7,764.4,766,-0.7,31,Wind blowing from the south-southwest,3,,,70 � 80%., ,,,12.2,23.9,,,"2500 or more, or no clouds.",,,16,3.9,,,,,,
01.06.2020 16:00,23.3,765.1,766.8,-1.6,29,Wind blowing from the south-west,2,,,50%., ,,,,,,,2000-2500,,,16,4.4,,,,,,
01.06.2020 13:00,22.2,766.7,768.2,-1.7,33,Wind blowing from the north-northwest,6,9,,20�30%., ,,,16.1,22.8,,,1500-2000,,,16,5,,,,,,
01.06.2020 10:00,18.9,768.4,770,-0.6,36,Wind blowing from the west,3,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,3.3,,,,,,
01.06.2020 07:00,16.1,769,770.4,1.5,50,Wind blowing from the north-northwest,3,,,50%., ,,,12.2,24.4,,,"2500 or more, or no clouds.",,,16,5.6,,,,,,
01.06.2020 04:00,13.9,767.5,769,1.3,51,Wind blowing from the north,5,,,no clouds, ,,,,,,,,,,16,3.9,,,,,,
01.06.2020 01:00,15.6,766.2,767.8,1.3,46,Wind blowing from the north-northwest,5,,,20�30%., ,,,15.6,23.3,,,"2500 or more, or no clouds.",,,16,3.9,,,,,,
31.05.2020 22:00,18.3,764.9,766.4,1.8,39,Wind blowing from the north-northwest,5,,,no clouds, ,,,,,,,,,,16,3.9,,,,,,
31.05.2020 19:00,21.7,763.1,764.7,0.2,30,Wind blowing from the north-northwest,7,,,20�30%., ,,,17.8,24.4,,,2000-2500,,,16,3.3,,,,,,
31.05.2020 16:00,23.9,762.9,764.4,-0.7,33,Wind blowing from the north-northwest,5,,,50%., ,,,,,,,2000-2500,,,16,6.7,,,,,,
31.05.2020 13:00,22.8,763.6,765.1,-0.8,35,Wind blowing from the west-northwest,5,9,,50%., ,,,17.8,23.3,,,1500-2000,,,16,6.7,,,,,,
31.05.2020 10:00,20.6,764.4,766.1,0.2,39,Wind blowing from the north-northwest,6,9,,20�30%., ,,,,,,,1000-1500,,,16,6.1,,,,,,
31.05.2020 07:00,17.8,764.2,765.7,1.8,45,Wind blowing from the north,6,,,20�30%., ,,,16.1,28.9,,,"2500 or more, or no clouds.",,,16,5.6,,,,,,
31.05.2020 04:00,17.2,762.4,763.9,1.3,41,Wind blowing from the north-northwest,5,,,20�30%., ,,,,,,,"2500 or more, or no clouds.",,,16,3.9,,,,,,
31.05.2020 01:00,20.6,761.1,762.7,0.8,49,Wind blowing from the north,8,11,,70 � 80%., ,,,20.6,26.7,,,"2500 or more, or no clouds.",,,16,9.4,,,,,,
30.05.2020 22:00,23.3,760.3,761.8,1.8,46,Wind blowing from the north-northwest,6,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,11.1,,,,,,
30.05.2020 19:00,25.6,758.5,760.3,0,40,Wind blowing from the north,3,,,50%., ,,,20.6,28.9,,,"2500 or more, or no clouds.",,,16,11.1,,,,,,
30.05.2020 16:00,28.3,758.5,760.3,-0.8,31,Wind blowing from the north-west,6,9,,50%., ,,,,,,,1500-2000,,,16,9.4,,,,,,
30.05.2020 13:00,28.3,759.3,760.8,-0.8,30,Wind blowing from the north-northeast,4,,,50%., ,,,22.8,28.3,,,1500-2000,,,16,8.9,,,,,,
30.05.2020 10:00,24.4,760.1,761.6,0.3,54,Wind blowing from the north-northwest,6,,,50%., ,,,,,,,1000-1500,,,16,14.4,,,,,,
30.05.2020 07:00,22.8,759.8,761.5,1,69,Wind blowing from the north-west,4,,,50%., ,,,20.6,30.6,,,"2500 or more, or no clouds.",,,16,16.7,Trace of precipitation,6,,,,
30.05.2020 04:00,20.6,758.8,760.4,0.3,87,Wind blowing from the west-southwest,2,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,18.3,Trace of precipitation,3,,,,
30.05.2020 01:00,20.6,758.5,760.2,0.2,87,Wind blowing from the south,3,,,100%., ,,,20.6,26.7,,,"2500 or more, or no clouds.",,,16,18.3,0.3,6,,,,
29.05.2020 22:00,25,758.3,760,0.2,85,Wind blowing from the south-southwest,5,,,70 � 80%., ,,,,,,,600-1000,,,16,22.2,,,,,,
29.05.2020 19:00,26.1,758.1,759.7,0,77,Wind blowing from the south,6,,,100%., ,,,23.3,30.6,,,600-1000,,,16,21.7,,,,,,
29.05.2020 16:00,28.9,758.1,759.7,-1.2,65,Wind blowing from the south-southwest,9,11,,100%., ,,,,,,,1000-1500,,,16,21.7,,,,,,
29.05.2020 13:00,29.4,759.3,761,-1.3,65,Wind blowing from the south,6,,,100%., ,,,23.9,29.4,,,600-1000,,,16,22.2,,,,,,
29.05.2020 10:00,26.1,760.6,762.1,-0.8,82,Wind blowing from the south,4,,,70 � 80%., ,,,,,,,600-1000,,,16,22.8,,,,,,
29.05.2020 07:00,24.4,761.4,763,0.3,88,Wind blowing from the south,5,,,100%., ,,,23.3,,,,300-600,,,16,22.2,,,,,,
29.05.2020 04:00,23.3,761.1,762.6,-0.3,91,Wind blowing from the south,5,,,70 � 80%., ,,,,,,,300-600,,,16,21.7,,,,,,
29.05.2020 01:00,24.4,761.4,762.9,0.3,88,Wind blowing from the south-southwest,6,,,100%.,Mist. ,,,22.2,24.4,,,300-600,,,9,22.2,,,,,,
28.05.2020 22:00,23.9,761.1,762.7,0.5,90,Wind blowing from the south,4,,,70 � 80%., ,,,,,,,300-600,,,14,22.2,,,,,,
28.05.2020 19:00,24.4,760.6,762.1,-0.3,88,Wind blowing from the south,5,,,70 � 80%., ,,,22.2,26.7,,,600-1000,,,16,22.2,,,,,,
28.05.2020 16:00,26.1,760.9,762.4,-0.7,82,Wind blowing from the south,4,,,100%., ,,,,,,,1500-2000,,,16,22.8,,,,,,
28.05.2020 13:00,25.6,761.6,763.3,-0.5,85,Wind blowing from the south,5,,,100%., ,,,22.8,26.7,,,600-1000,,,16,22.8,2,6,,,,
28.05.2020 10:00,23.9,762.1,763.7,-0.3,90,Wind blowing from the south,6,9,,100%., ,,,,,,,300-600,,,16,22.2,2,3,,,,
28.05.2020 07:00,22.8,762.4,764,-0.2,90,Wind blowing from the south-southeast,6,9,,100%., ,,,22.2,26.7,,,300-600,,,16,21.1,0.3,6,,,,
28.05.2020 04:00,22.2,762.6,764.2,-1,91,Wind blowing from the south-east,5,,,100%., ,,,,,,,300-600,,,16,20.6,Trace of precipitation,3,,,,
28.05.2020 01:00,22.2,763.6,765.4,-0.8,91,Wind blowing from the south-southeast,3,,,100%., ,,,18.9,25,,,300-600,,,16,20.6,Trace of precipitation,6,,,,
27.05.2020 22:00,22.8,764.4,766,0.5,81,Wind blowing from the south-southeast,4,,,100%., ,,,,,,,300-600,,,16,19.4,,,,,,
27.05.2020 19:00,24.4,763.9,765.4,0,69,Wind blowing from the south-east,5,,,70 � 80%., ,,,18.9,26.7,,,1000-1500,,,16,18.3,,,,,,
27.05.2020 16:00,26.1,763.9,765.6,-1.2,60,Wind blowing from the south,4,,,100%., ,,,,,,,1000-1500,,,16,17.8,,,,,,
27.05.2020 13:00,25.6,765.1,766.7,-0.6,64,Wind blowing from the south-east,3,,,100%., ,,,20,26.1,,,600-1000,,,16,18.3,,,,,,
27.05.2020 10:00,23.3,765.7,767.4,0,76,Wind blowing from the south,3,,,100%., ,,,,,,,300-600,,,16,18.9,,,,,,
27.05.2020 07:00,20,765.7,767.4,0.6,87,Wind blowing from the east,3,,,70 � 80%., ,,,18.9,26.7,,,200-300,,,16,17.8,,,,,,
27.05.2020 04:00,18.9,765.1,766.7,0,90,Wind blowing from the east-southeast,2,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,17.2,,,,,,
27.05.2020 01:00,19.4,765.1,766.7,0.5,91,Wind blowing from the south-southwest,3,,,70 � 80%., ,,,16.7,23.9,,,"2500 or more, or no clouds.",,,16,17.8,,,,,,
26.05.2020 22:00,21.1,764.6,766.2,0.2,79,Wind blowing from the south,2,,,70 � 80%., ,,,,,,,1500-2000,,,16,17.2,,,,,,
26.05.2020 19:00,23.9,764.4,766,0,71,Wind blowing from the south-southeast,4,,,70 � 80%., ,,,16.7,26.7,,,1000-1500,,,16,18.3,,,,,,
26.05.2020 16:00,26.1,764.4,766.1,-1,62,Wind blowing from the south,3,,,70 � 80%., ,,,,,,,1000-1500,,,16,18.3,,,,,,
26.05.2020 13:00,24.4,765.4,767,-0.8,67,Wind blowing from the south,3,,,50%., ,,,18.9,25,,,600-1000,,,16,17.8,,,,,,
26.05.2020 10:00,22.2,766.2,767.8,0.3,73,Wind blowing from the south-east,2,,,70 � 80%., ,,,,,,,600-1000,,,16,17.2,,,,,,
26.05.2020 07:00,18.9,765.9,767.5,0.8,84,"Calm, no wind",0,,,20�30%., ,,,16.7,25.6,,,"2500 or more, or no clouds.",,,16,16.1,,,,,,
26.05.2020 04:00,17.2,765.1,766.6,0.2,90,Wind blowing from the east-northeast,2,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,15.6,,,,,,
26.05.2020 01:00,17.8,764.9,766.5,0,87,Wind blowing from the east,2,,,20�30%., ,,,16.7,21.7,,,"2500 or more, or no clouds.",,,16,15.6,,,,,,
25.05.2020 22:00,18.9,764.9,766.6,1,78,Wind blowing from the south-southeast,2,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,15,,,,,,
25.05.2020 19:00,21.7,763.9,765.6,-0.5,71,Wind blowing from the south-east,4,,,50%., ,,,16.7,25.6,,,1000-1500,,,16,16.1,,,,,,
25.05.2020 16:00,25.6,764.4,765.9,-1.8,56,"Calm, no wind",0,,,20�30%., ,,,,,,,1500-2000,,,16,16.1,,,,,,
25.05.2020 13:00,23.3,766.2,767.8,0,62,Wind blowing from the north-northeast,2,,,70 � 80%., ,,,17.2,23.3,,,600-1000,,,16,15.6,,,,,,
25.05.2020 10:00,20,766.2,767.8,0.5,68,Wind blowing from the north-east,2,,,100%., ,,,,,,,600-1000,,,16,13.9,,,,,,
25.05.2020 07:00,16.7,765.7,767.3,0.6,84,Wind blowing from the east-northeast,4,,,100%., ,,,16.7,,,,300-600,,,16,13.9,,,,,,
25.05.2020 04:00,16.7,765.1,766.8,0,84,Wind blowing from the east,2,,,100%., ,,,,,,,600-1000,,,16,13.9,,,,,,
25.05.2020 01:00,17.2,765.1,766.7,-0.6,84,Wind blowing from the east,2,,,100%., ,,,15.6,20.6,,,600-1000,,,16,14.4,,,,,,
24.05.2020 22:00,17.8,765.7,767.3,0.8,81,Wind blowing from the south-east,2,,,100%., ,,,,,,,600-1000,,,16,14.4,,,,,,
24.05.2020 19:00,17.8,764.9,766.6,-0.2,78,Wind blowing from the east-southeast,3,,,100%., ,,,15.6,20.6,,,300-600,,,16,13.9,,,,,,
24.05.2020 16:00,18.9,765.1,766.9,-0.6,75,Wind blowing from the east-southeast,4,,,100%., ,,,,,,,600-1000,,,16,14.4,,,,,,
24.05.2020 13:00,18.9,765.7,767.3,-0.5,73,Wind blowing from the north-east,2,,,100%., ,,,15.6,20.6,,,300-600,,,16,13.9,,,,,,
24.05.2020 10:00,16.7,766.2,767.7,1.1,84,Wind blowing from the east-northeast,4,,,100%., ,,,,,,,300-600,,,16,13.9,,,,,,
24.05.2020 07:00,15.6,765.1,766.9,1.5,90,Wind blowing from the east-northeast,5,,,100%., ,,,15.6,28.3,,,200-300,,,16,13.9,Trace of precipitation,6,,,,
24.05.2020 04:00,17.2,763.6,765.3,1,93,Wind blowing from the east-northeast,5,,,100%., ,,,,,,,200-300,,,16,16.1,Trace of precipitation,3,,,,
24.05.2020 01:00,20.6,762.6,764.2,1.2,84,Wind blowing from the east-northeast,5,,,100%., ,,,17.8,26.1,,,300-600,,,16,17.8,,,,,,
23.05.2020 22:00,22.2,761.4,762.8,1.3,76,Wind blowing from the north-northeast,2,,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,17.8,,,,,,
23.05.2020 19:00,26.1,760.1,761.8,0.3,52,Wind blowing from the north-west,3,,,50%., ,,,17.8,28.3,,,2000-2500,,,16,15.6,,,,,,
23.05.2020 16:00,27.8,759.8,761.3,-0.5,46,Wind blowing from the north-northwest,5,,,70 � 80%., ,,,,,,,1500-2000,,,16,15,,,,,,
23.05.2020 13:00,27.2,760.3,761.8,-0.6,51,Wind blowing from the west-northwest,5,,,50%., ,,,19.4,27.2,,,1000-1500,,,16,16.1,,,,,,
23.05.2020 10:00,23.9,760.9,762.5,0.3,69,Wind blowing from the north-northwest,5,,,70 � 80%., ,,,,,,,600-1000,,,16,17.8,,,,,,
23.05.2020 07:00,19.4,760.6,762.2,0.8,87,Wind blowing from the north-northwest,3,,,70 � 80%., ,,,17.8,26.1,,,600-1000,,,16,17.2,7,6,,,,
23.05.2020 04:00,18.3,759.8,761.5,0.2,93,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,"2500 or more, or no clouds.",,,16,17.2,7,3,,,,
23.05.2020 01:00,19.4,759.6,761.2,-0.5,93,Wind blowing from the north-northwest,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,15.6,22.8,,,600-1000,,,16,18.3,0.5,6,,,,
22.05.2020 22:00,20.6,760.1,761.8,0.3,87,Wind blowing from the north-northwest,3,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,18.3,,,,,,
22.05.2020 19:00,22.8,759.8,761.5,0,79,Wind blowing from the north-northwest,4,,,70 � 80%., ,,,15.6,26.1,,,1000-1500,,,16,18.9,Trace of precipitation,6,,,,
22.05.2020 16:00,24.4,759.8,761.5,-1.6,74,Wind blowing from the east,2,,,70 � 80%., ,,,,,,,600-1000,,,16,19.4,Trace of precipitation,3,,,,
22.05.2020 13:00,20.6,761.4,762.8,-0.7,96,Wind blowing from the south,3,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation. ",,,16.7,20.6,,,100-200,,,2.4,20,11,6,,,,
22.05.2020 10:00,19.4,762.1,763.7,-0.8,93,Wind blowing from the east,3,,,100%., ,,,,,,,100-200,,,16,18.3,10,3,,,,
22.05.2020 07:00,16.7,762.9,764.5,-0.7,93,Wind blowing from the north-northeast,3,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,15.6,22.8,,,200-300,,,4.8,15.6,4,6,,,,
22.05.2020 04:00,15.6,763.6,765.1,-1.5,93,Wind blowing from the north-east,6,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,200-300,,,4,14.4,2,3,,,,
22.05.2020 01:00,17.2,765.1,766.6,-0.8,81,Wind blowing from the east-northeast,4,,,100%., ,,,10,20.6,,,600-1000,,,16,13.9,,,,,,
21.05.2020 22:00,18.3,765.9,767.5,0,76,Wind blowing from the east,4,,,100%., ,,,,,,,1000-1500,,,16,13.9,,,,,,
21.05.2020 19:00,20.6,765.9,767.6,-0.3,63,Wind blowing from the east-southeast,5,,,100%., ,,,10,22.8,,,1000-1500,,,16,13.3,,,,,,
21.05.2020 16:00,21.7,766.2,767.8,-2,57,Wind blowing from the east-southeast,8,10,,70 � 80%., ,,,,,,,1000-1500,,,16,12.8,,,,,,
21.05.2020 13:00,21.7,768.2,769.8,-0.8,59,Wind blowing from the east,5,,,100%., ,,,11.7,21.7,,,600-1000,,,16,13.3,,,,,,
21.05.2020 10:00,15.6,769,770.7,-0.2,72,Wind blowing from the north-east,5,,,100%., ,,,,,,,300-600,,,16,10.6,,,,,,
21.05.2020 07:00,11.7,769.2,770.8,0.5,80,Wind blowing from the north-east,4,,,100%., ,,,10,17.8,,,300-600,,,16,8.3,,,,,,
21.05.2020 04:00,10.6,768.7,770.5,-0.8,80,Wind blowing from the north-east,3,,,100%., ,,,,,,,300-600,,,16,7.2,,,,,,
21.05.2020 01:00,11.1,769.5,771.1,0,77,Wind blowing from the east-northeast,5,,,100%., ,,,10.6,14.4,,,600-1000,,,16,7.2,,,,,,
20.05.2020 22:00,11.7,769.5,771.1,0.3,74,Wind blowing from the east-northeast,6,10,,50%., ,,,,,,,600-1000,,,16,7.2,,,,,,
20.05.2020 19:00,14.4,769.2,770.8,0.8,62,Wind blowing from the east,8,10,,70 � 80%., ,,,11.7,17.8,,,1000-1500,,,16,7.2,,,,,,
20.05.2020 16:00,17.8,768.4,770.1,-0.6,54,Wind blowing from the east-northeast,6,,,70 � 80%., ,,,,,,,1000-1500,,,16,8.3,,,,,,
20.05.2020 13:00,16.1,769,770.6,0,58,Wind blowing from the east-northeast,6,10,,100%., ,,,12.2,16.1,,,1000-1500,,,16,7.8,Trace of precipitation,6,,,,
20.05.2020 10:00,14.4,769,770.7,1.3,60,Wind blowing from the east,8,13,,100%., ,,,,,,,1000-1500,,,16,6.7,Trace of precipitation,3,,,,
20.05.2020 07:00,12.2,767.7,769.4,0.8,57,Wind blowing from the east-northeast,7,,,100%., ,,,11.7,20.6,,,"2500 or more, or no clouds.",,,16,3.9,,,,,,
20.05.2020 04:00,12.2,766.9,768.5,-0.6,53,Wind blowing from the east-northeast,7,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,2.8,,,,,,
20.05.2020 01:00,13.3,767.5,769,0,44,Wind blowing from the east-northeast,8,12,,100%., ,,,13.3,16.1,,,"2500 or more, or no clouds.",,,16,1.1,,,,,,
19.05.2020 22:00,14.4,767.5,769,1.3,39,Wind blowing from the east-northeast,6,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,0.6,,,,,,
19.05.2020 19:00,16.1,766.2,767.7,1.3,36,Wind blowing from the east,11,15,,70 � 80%., ,,,13.9,20.6,,,"2500 or more, or no clouds.",,,16,1.1,,,,,,
19.05.2020 16:00,18.3,764.9,766.6,0.5,32,Wind blowing from the east,11,16,,70 � 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,1.1,,,,,,
19.05.2020 13:00,20.6,764.4,766.1,0.2,30,Wind blowing from the east,12,17,,100%., ,,,15,20.6,,,"2500 or more, or no clouds.",,,16,2.2,,,,,,
19.05.2020 10:00,17.2,764.2,765.8,1.1,54,Wind blowing from the east-northeast,8,12,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,7.8,,,,,,
19.05.2020 07:00,15,763.1,764.7,1,69,Wind blowing from the east-northeast,6,,,100%., ,,,13.9,20,,,"2500 or more, or no clouds.",,,16,9.4,,,,,,
19.05.2020 04:00,15,762.1,763.6,0.3,64,Wind blowing from the east-northeast,7,,,100%., ,,,,,,,1500-2000,,,16,8.3,,,,,,
19.05.2020 01:00,16.1,761.8,763.3,0.4,58,Wind blowing from the north-east,4,,,100%., ,,,13.9,19.4,,,1500-2000,,,16,7.8,Trace of precipitation,6,,,,
18.05.2020 22:00,18.3,761.4,763,1.3,51,Wind blowing from the east-northeast,8,,,100%., ,,,,,,,1000-1500,,,16,7.8,Trace of precipitation,3,,,,
18.05.2020 19:00,19.4,760.1,761.6,0.5,63,Wind blowing from the east-northeast,6,,,100%., ,,,13.9,20,,,1000-1500,,,16,12.2,Trace of precipitation,6,,,,
18.05.2020 16:00,20,759.6,761.2,-1.3,70,Wind blowing from the north-east,6,11,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,600-1000,,,16,14.4,Trace of precipitation,3,,,,
18.05.2020 13:00,17.2,760.9,762.4,-0.9,81,Wind blowing from the north-east,6,,,100%., ,,,13.9,17.2,,,300-600,,,16,13.9,,,,,,
18.05.2020 10:00,15.6,761.8,763.4,-0.3,86,Wind blowing from the east-northeast,5,,,100%., ,,,,,,,300-600,,,16,13.3,,,,,,
18.05.2020 07:00,13.9,762.1,763.6,0,90,Wind blowing from the north-east,7,,,100%., ,,,13.9,20.6,,,200-300,,,11,12.2,Trace of precipitation,6,,,,
18.05.2020 04:00,14.4,762.1,763.6,-0.5,90,Wind blowing from the north-east,6,,,100%., ,,,,,,,200-300,,,12,12.8,,,,,,
18.05.2020 01:00,15.6,762.6,764.2,-1,78,Wind blowing from the east-northeast,5,,,100%., ,,,15.6,18.9,,,300-600,,,16,11.7,,,,,,
17.05.2020 22:00,17.2,763.6,765.3,0,68,Wind blowing from the east,4,,,100%., ,,,,,,,600-1000,,,16,11.1,,,,,,
17.05.2020 19:00,18.9,763.6,765.3,-0.3,68,Wind blowing from the east,5,,,100%., ,,,16.1,20.6,,,600-1000,,,16,12.8,,,,,,
17.05.2020 16:00,20,763.9,765.6,-1.5,70,Wind blowing from the east,4,,,100%., ,,,,,,,600-1000,,,16,14.4,,,,,,
17.05.2020 13:00,19.4,765.4,767,-0.3,71,Wind blowing from the east,5,,,100%., ,,,16.7,19.4,,,600-1000,,,16,13.9,,,,,,
17.05.2020 10:00,17.8,765.7,767.2,0.8,75,Wind blowing from the east,5,,,100%., ,,,,,,,600-1000,,,16,13.3,,,,,,
17.05.2020 07:00,16.7,764.9,766.5,0.7,75,Wind blowing from the north-east,5,,,100%., ,,,16.1,28.3,,,1500-2000,,,16,12.2,,,,,,
17.05.2020 04:00,16.1,764.2,765.7,0,78,Wind blowing from the east-northeast,4,,,100%., ,,,,,,,2000-2500,,,16,12.2,,,,,,
17.05.2020 01:00,17.2,764.2,765.8,0,78,Wind blowing from the south-southeast,2,,,50%., ,,,17.2,23.9,,,"2500 or more, or no clouds.",,,16,13.3,,,,,,
16.05.2020 22:00,20.6,764.2,765.6,1.3,59,Wind blowing from the south-southeast,2,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,12.2,,,,,,
16.05.2020 19:00,23.3,762.9,764.4,1.1,46,Wind blowing from the east,5,,,70 � 80%., ,,,18.3,28.3,,,"2500 or more, or no clouds.",,,16,11.1,,,,,,
16.05.2020 16:00,27.2,761.8,763.5,-0.3,37,Wind blowing from the east,3,,,70 � 80%., ,,,,,,,1000-1500,,,16,11.1,,,,,,
16.05.2020 13:00,27.2,762.1,763.7,0.3,37,Wind blowing from the north-northeast,4,,,70 � 80%., ,,,22.8,27.8,,,1000-1500,,,16,11.1,,,,,,
16.05.2020 10:00,25.6,761.8,763.6,0.9,56,Wind blowing from the north-northwest,4,,,70 � 80%., ,,,,,,,1000-1500,,,16,16.1,,,,,,
